inn,name,got_support_from,did_get_support,service,foundation_date,tech_focus,stage_of_development,market,technology,business_model,main_okved,okved_secondary,msp_category,is_export,inno_cluster_member,skolcovo_member,is_inno_company,is_startup,current_profit,current_profit_tax,current_revenue
9731012079,"ооо ""даша.аи""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-10-05,,ранний рост,business software_retailtech_мedia & communication,искусственный интеллект и машинное обучение,b2b,72.19,58.29_62.01_62.02,юл микро,да,да,да,да,да,-60798.0,0.0,0.0
7702421612,"ооо ""суприммоторс""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-08-10,,ранний рост,healthcare,,b2c,72.19,30.91_30.92_32.40,юл микро,нет,да,да,да,да,0.0,0.0,0.0
7727316793,"ооо ""лоретт""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-04-21,,ранний рост,edtech_spacetech,,b2b_b2c,72.19,26.30_26.51_62.01,юл микро,да,да,да,да,да,542.0,0.0,0.0
6685023448,ооо «нпо бмг»,карта инновационных решений,да,добавлено - карта инновационных решений,2012-12-17,,,,,,72.19,13.93_13.94_13.95,юл малое,нет,нет,да,нет,нет,0.0,0.0,0.0
7731476895,"ооо ""тексел""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-08-12,retailtech и e-commerce,расширение,entertainment_fashiontech_sporttech,3d моделирование,b2b,72.19,47.41_47.41.4_47.59.2,юл микро,да,да,да,да,да,53.0,-14.0,283.0
9715317764,"ооо ""убиратор""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-06-09,экология,ранний рост,cleantech,,b2b_b2g,38.11,38.11_38.12_38.21,юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7716668049,"ооо ""большая тройка""",карта инновационных решений,да,добавлено - карта инновационных решений,2010-07-20,недвижимость и строительство_экология,расширение,cleantech_proptech,интернет вещей,b2b_b2g,62.01,25.61_26.11_26.20,юл микро,нет,да,да,да,нет,0.0,0.0,0.0
5904323910,"ооо ""уэйстаут""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-10-26,,,,,,62.09,38.1_38.2_62.01,юл микро,нет,нет,нет,нет,нет,-2068.0,0.0,0.0
7706416451,"ооо ""ближе к делу""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-01-27,"retailtech и e-commerce_ит, разработка по",ранний рост,business software_мedia & communication,,b2b,63.11.1,46.14.1_46.14.9_62.01,юл микро,нет,да,да,да,да,7382.0,0.0,73414.0
9731019758,"ооо ""кракк""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-12-17,fintech,ранний рост,fintech,биометрия_блокчейн,b2b,72.19.4,46.51_46.52_47.41,юл микро,нет,нет,да,да,да,-1.0,0.0,0.0
7725328391,"ооо ""домопульт""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-08-23,недвижимость и строительство,ранний рост,proptech,,b2b_b2c,62.01,62.01_62.02_63.11,юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7731363059,"ооо ""домиленд""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-04-26,недвижимость и строительство,ранний рост,proptech,,b2b_b2b2c,62.01,47.91_62.01_62.02,юл микро,нет,нет,нет,да,нет,-71517.0,-13212.0,-73386.0
7713441995,"ооо ""ит-в""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-04-21,healthtech,ранний рост,мedia & communication,,b2b,62.01,62.02_62.09_63.11.1,юл микро,нет,нет,нет,да,да,-324.0,40.0,0.0
7731323200,"ооо ""спутник""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-08-01,недвижимость и строительство,ранний рост,proptech,интернет вещей,b2b2c,62.01,26.12_60.10_62.02,,нет,нет,да,да,да,4098.0,0.0,32503.0
7717670869,"ао ""мобильные видеорешения""",карта инновационных решений,да,добавлено - карта инновационных решений,2010-03-22,безопасность,расширение,safetytech,компьютерное зрение,b2b_b2c_b2g,62.01,61.10_61.10.4_61.10.9,юл среднее,нет,да,да,да,нет,-149856.0,0.0,336949.0
7728357263,"ооо ""умный житель""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-12-27,недвижимость и строительство,ранний рост,proptech,,b2b_b2b2c_b2g,62.01,47.41_47.91.2_58.29,юл микро,нет,нет,нет,да,да,-9509.0,24.0,0.0
7736227885,"ао ""софтлайн трейд""",карта инновационных решений,да,добавлено - карта инновационных решений,2002-12-09,,любая,business software_cybersecurity_industrialtech,интернет вещей,b2b_b2g,46.90,46.66_47.41.4_61.10,,0,0,0,0,0,0.0,0.0,0.0
7727048336,"ао ""группа т-1""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-01-22,"ит, разработка по",ранний рост,transport & logistics,интернет вещей,b2b_b2g,72.19,26.20.4_43.21_45.3,юл малое,нет,да,нет,да,да,0.0,0.0,0.0
7707401916,"ооо ""актум""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-12-14,hrtech,ранний рост,hrtech,,b2b,82.30,63.11_63.12_63.91,юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
7714375576,"ооо ""хэппиленд. территория кредитных решений""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-02-20,fintech,ранний рост,fintech,,b2b,62.01,63.11_63.11.1_64.19,юл микро,нет,да,нет,да,да,885.0,0.0,28596.0
7703096683,"ооо ""амбердата""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-04,маркетинг и реклама,ранний рост,advertising & marketing_business software_industrialtech,,b2b,63.11.1,29.32_42.11_42.99,,нет,нет,нет,да,да,0.0,0.0,0.0
7706456380,цбп (ооо),карта инновационных решений,да,добавлено - карта инновационных решений,2018-08-23,fintech,ранний рост,fintech,,b2b,72.19,58.29_62.01_63.11.1,юл микро,да,да,да,да,да,110696.0,0.0,164455.0
7723527345,"ооо ""информационное агентство ""банки.ру""",карта инновационных решений,да,добавлено - карта инновационных решений,2004-12-16,fintech,расширение,fintech,искусственный интеллект и машинное обучение,b2b_b2c,63.12,18.1_18.2_46.3,юл среднее,нет,нет,нет,да,нет,0.0,0.0,0.0
7716908540,"ооо ""бартелло""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-03-26,foodtech,посевная,foodtech,,b2b_b2c,62.01,62.02_62.03_62.09,юл микро,нет,нет,нет,да,да,-6728.0,99.0,0.0
5029236720,"ооо ""ббсит""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-11-21,,,,,,63.11,47.91_62.01_62.02,юл микро,нет,нет,нет,нет,нет,0.0,0.0,0.0
9701082953,"ооо ""бино си экс""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-07-26,retailtech и e-commerce,,,,,70.22,47.43_47.51_47.52,,нет,нет,нет,нет,нет,0.0,0.0,0.0
7710973102,"ооо ""интерактивные интегрированные системы""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-12-01,retailtech и e-commerce,,,,,52.24,41.20_42.99_43.21,юл микро,нет,нет,нет,нет,нет,11.0,0.0,24.0
7447250067,"ооо ""тардис""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-04-13,,ранний рост,fashiontech_retailtech,3d моделирование_искусственный интеллект и машинное обучение,b2b,72.19,62.01_62.02_62.03,юл микро,да,нет,да,да,да,-7384.0,0.0,0.0
7723920588,"ооо ""платиус""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-09-19,fintech,,,,,82.99,18.12_18.14_18.20,,нет,нет,нет,нет,нет,-277517.0,58009.0,184611.0
7714379242,"ооо ""смартвэй""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-03-18,hrtech,ранний рост,travel,,b2b,62.01,52.29_62.01_62.02,юл малое,да,нет,да,да,да,783.0,0.0,82553.0
7707420394,"ооо ""стритби холдинг""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-09-28,маркетинг и реклама,ранний рост,retailtech,искусственный интеллект и машинное обучение_компьютерное зрение,b2b,62.01,62.02_62.02.1_62.02.2,,нет,нет,нет,да,нет,-12777.0,0.0,0.0
9721065811,"ооо ""свитклаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-05-23,foodtech,ранний рост,e-commerce_foodtech,,b2b_b2b2c,62.01,18.12_47.91_47.91.2,юл микро,нет,нет,нет,да,да,-12115.0,134.0,0.0
7708274185,"ооо ""уайклаентс""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-11-27,мода,расширение,business software,,b2b,62.01,62.01_62.09_63.11.1,юл среднее,нет,нет,нет,да,нет,0.0,0.0,0.0
7703821839,"ооо ""айро""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-11-14,услуги для населения,ранний рост,consumer goods & services,,b2c,72.19,53.20.3_81.22_81.29.9,юл микро,нет,нет,нет,да,нет,-29901.0,1424.0,0.0
7714420229,"ооо ""платформа третье мнение""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-12-14,healthtech,ранний рост,healthcare,искусственный интеллект и машинное обучение,b2b_b2g,62.01,62.02_62.02.1_63.11.1,юл микро,нет,нет,да,да,да,-54385.0,1.0,0.0
9710003595,"ооо ""семантик хаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-11-02,biotech,ранний рост,healthcare,искусственный интеллект и машинное обучение,b2b,72.20,43.29_47.19_62.01,юл микро,нет,нет,нет,да,да,-11247.0,1312.0,0.0
7703802963,"ооо ""атлас""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-12-12,healthtech,ранний рост,healthcare,биотехнологии,b2c,72.19,62.01_62.09_63.11.1,,нет,да,да,да,да,0.0,0.0,0.0
7728760803,"ооо ""генотек""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-01-17,healthtech,расширение,healthcare,биотехнологии_искусственный интеллект и машинное обучение,b2b_b2c,72.19,47.1_47.5_47.73,юл микро,нет,да,нет,да,нет,-48096.0,656.0,131532.0
7709951104,"ооо ""доммар""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-04-04,healthtech,расширение,healthcare,3d моделирование_аддитивные технологии_искусственный интеллект и машинное обучение,b2b2c,32.50,20.59.5_21.20.1_21.20.2,юл малое,нет,да,да,да,да,53.0,-14.0,283.0
7719402047,"ооо ""моторика""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-02-05,healthtech,ранний рост,healthcare,ar/vr_аддитивные технологии_робототехника,b2b2c_b2c,72.19,72.19,юл малое,да,да,да,да,да,-41282.0,0.0,48876.0
7704871416,"ооо ""экзоатлет""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-08-13,healthtech,ранний рост,healthcare,робототехника,b2b2c,72.19,71.20_71.20.9,юл малое,да,нет,да,да,да,0.0,0.0,0.0
7724883963,"ооо ""юним""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-07-31,healthtech,ранний рост,healthcare,,b2b,62.09,46.46.1_46.46.2_46.90,юл малое,да,да,да,да,да,37737.0,0.0,101334.0
7734414216,"ооо ""хьюманчек""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-07-11,healthtech,ранний рост,healthcare,,b2b2c,63.11.1,62.01_62.02_62.02.1,юл микро,нет,нет,нет,да,да,-99.0,-185.0,3151.0
7714789489,"ооо ""мэйл.ру груп""",карта инновационных решений,да,добавлено - карта инновационных решений,2009-09-28,"retailtech и e-commerce_ит, разработка по_маркетинг и реклама",,,,,69,47.91.3_47.91.4_62.02,,нет,нет,нет,нет,нет,12859.0,-370.0,25834.0
7709465136,"ооо ""телемед""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-08-07,healthtech,ранний рост,healthcare,,b2b2c,86.21,46.90_64.99_68.31,юл малое,нет,нет,нет,да,нет,3517.0,912.0,0.0
7715719244,"ооо ""код безопасности""",карта инновационных решений,да,добавлено - карта инновационных решений,2008-10-09,"ит, разработка по",расширение,cybersecurity,,b2b,26.20,26.20_62.01_62.02,,да,нет,нет,да,нет,1493953.0,-378271.0,2617559.0
7713515534,"ао ""инфовотч""",карта инновационных решений,да,добавлено - карта инновационных решений,2003-12-09,"ит, разработка по_ит, разработка по",расширение,cybersecurity,,b2b,62.01,46.19_46.51_46.90,юл среднее,да,да,нет,да,нет,113505.0,-29281.0,801657.0
7718099790,"ооо ""солар секьюрити""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-18,безопасность,расширение,cybersecurity,,b2b,62.01,62.02_62.09_63.11,,да,нет,нет,да,нет,328192.0,-98783.0,1680047.0
9701078611,"ооо ""скилбокс""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-06-07,edtech,ранний рост,edtech,,b2b_b2c,62.09,62.01_62.02_62.09,,нет,нет,да,да,да,-154806.0,1305.0,2300647.0
7724715856,"ооо ""интернет школа""",карта инновационных решений,да,добавлено - карта инновационных решений,2009-08-27,edtech,расширение,edtech,,b2b,62.01,62.01_62.02_62.09,юл малое,нет,да,нет,да,нет,8367.0,1477.0,0.0
7707389218,"ооо ""поливерситет-зиллион""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-07-26,edtech,посевная,edtech_hrtech,,b2c,85.41,85.21_85.41.9_85.42,,нет,нет,нет,да,да,-632.0,10.0,0.0
7715964180,"ооо ""цоо нетология-групп""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-05-23,edtech,ранний рост,edtech,,b2b_b2c,85.41.9,47.41_47.61_47.63.1,,нет,нет,да,да,нет,61002.0,0.0,283866.0
7704821246,"ооо ""учи.ру""",карта инновационных решений,да,добавлено - карта инновационных решений,2012-11-16,edtech,ранний рост,edtech,искусственный интеллект и машинное обучение,b2c_b2g,62.01,62.01_62.02_62.09,,нет,нет,да,да,да,0.0,0.0,0.0
7718620740,"ооо ""хэдхантер""",карта инновационных решений,да,добавлено - карта инновационных решений,2006-12-29,,расширение,hrtech,,b2b_b2c_b2g,63.11.1,62.01_63.11_63.91,,нет,нет,нет,да,нет,0.0,0.0,0.0
7702420552,"ано ""умназия""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-07-17,,посевная,edtech,,b2c,72.19,58.19_58.29_62.01,,нет,нет,нет,да,да,43.0,2.0,0.0
7720335860,"ооо ""проктор""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-03-24,edtech_hrtech,ранний рост,edtech,биометрия_компьютерное зрение,b2b,62.01,62.02_62.09_63.11,юл микро,нет,нет,нет,да,да,30978.0,-1937.0,53725.0
9705100963,"ооо ""отус онлайн-образование""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-06-22,edtech,ранний рост,edtech,,b2c,62.02,62.01_62.02_62.09,,нет,нет,да,да,да,2413.0,0.0,0.0
7734370287,"ооо ""веб логистика""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-11-24,транспорт и логистика,расширение,transport & logistics,,b2b,49.41,46.12_46.18.9_46.71,юл малое,нет,нет,нет,да,нет,-100138.0,20482.0,34529.0
7705017253,"оао ""мтт""",карта инновационных решений,да,добавлено - карта инновационных решений,1994-10-31,"ит, разработка по",расширение,business software,,b2b,61.10,42.21_42.22.1_42.22.2,,нет,нет,нет,да,нет,160165.0,-42751.0,1442730.0
7714843760,"ооо ""инсейлс рус""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-06-27,"ит, разработка по_ит, разработка по",расширение,business software,,b2b,62.01,62.01_62.02_62.09,,нет,да,нет,да,нет,0.0,0.0,0.0
9715225506,"ооо ""эвотор""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-10-30,retailtech и e-commerce,расширение,fintech,,b2b,28.23,26.20_28.23_28.23.1,,нет,да,нет,да,нет,-185003.0,40556.0,602382.0
7704314221,"ооо ""нтс""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-04-22,транспорт и логистика,ранний рост,transport & logistics,,b2c,77.11,45.1_45.20_45.3,,нет,нет,нет,да,нет,-42743.0,0.0,-4326.0
9701117860,"ооо ""урбаниэко""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-08-09,экология,,,,,28.29,01.29_01.30_01.61,,нет,нет,нет,нет,нет,0.0,0.0,0.0
7708779588,"ао ""вист групп""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-01-09,промышленность и индустрия 4.0,ранний рост,business software_industrialtech,беспилотники_искусственный интеллект и машинное обучение,b2b,62.01,46.15.4_46.4_47.42,,да,нет,нет,да,да,36245.0,-9686.0,249520.0
7719478102,"ооо ""гитлин""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-04-26,консалтинг,ранний рост,hrtech,,b2b,62.01,62.02_62.09_63.11.1,юл микро,нет,нет,нет,да,да,-35.0,0.0,0.0
7704341063,"ооо экспертно-аналитическое объединение ""проф-диалог""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-12-24,консалтинг,ранний рост,hrtech,,b2b,85.42.9,47.61_47.63.1_47.63.2,юл микро,нет,да,нет,да,да,-1619.0,-346.0,5553.0
7729672194,"ооо ""геосиви""",карта инновационных решений,да,добавлено - карта инновационных решений,2010-12-29,недвижимость и строительство,расширение,advertising & marketing_proptech,3d моделирование_ar/vr_искусственный интеллект и машинное обучение,b2b,72.19,46.9_47.7_47.9,юл микро,нет,нет,да,да,нет,-799.0,0.0,0.0
9705135839,"ооо ""танго вижен""",карта инновационных решений,да,добавлено - карта инновационных решений,2019-08-13,недвижимость и строительство,ранний рост,proptech,3d моделирование,b2b,62.01,46.51_46.52_58.21,юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7743154821,"ооо ""кейтери""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-05-10,foodtech,ранний рост,foodtech,,b2b,56.29,18.12_46.17_46.19,юл малое,нет,да,нет,да,да,-37419.0,7491.0,56824.0
7726346932,"ооо ""гетшоптв""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-07-21,маркетинг и реклама,ранний рост,advertising & marketing,,b2b,62.01,62.01_62.02_62.09,юл микро,да,да,да,да,нет,-385.0,0.0,0.0
7704854724,"ооо ""цифровые системы""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-01-22,телекоммуникации,ранний рост,advertising & marketing,,b2b,62.01,18.12_59.11_60.10,юл малое,нет,нет,да,да,да,53.0,-14.0,283.0
9705118142,"ооо ""инстамарт сервис""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-05-22,retailtech и e-commerce,расширение,foodtech,,b2c,47.99,46.24_46.31_46.32,,нет,нет,нет,да,нет,-5497815.0,1274849.0,1974151.0
7731324003,"ооо ""смарт ритейл""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-08-09,retailtech и e-commerce,ранний рост,retailtech,интернет вещей_искусственный интеллект и машинное обучение_компьютерное зрение,b2b,72.19,62.01_62.02_62.03,юл малое,нет,да,да,да,да,18023.0,0.0,0.0
7725745476,"ооо ""живой сайт""",карта инновационных решений,да,добавлено - карта инновационных решений,2012-01-23,медиа и коммуникации,ранний рост,retailtech_мedia & communication,,b2b,62.0,47.42_47.63.1_47.63.2,юл малое,нет,нет,нет,да,нет,-23.0,-15.0,1507.0
7713461247,"ооо ""лоялтилаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-08-28,retailtech и e-commerce,посевная,advertising & marketing_retailtech,искусственный интеллект и машинное обучение,b2b,62.01,62.01_62.02_62.03,юл микро,нет,нет,нет,да,да,-3586.0,3.0,0.0
7731324814,"ооо ""онлайн маркет""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-08-16,retailtech и e-commerce,ранний рост,business software_foodtech,искусственный интеллект и машинное обучение,b2b,63.11.1,46.31_46.31.1_46.31.11,юл малое,нет,нет,нет,да,да,-67334.0,29.0,0.0
3525270838,"ооо ""навигационные решения""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-11-29,,,,,,62.0,62.02_62.09_63.1,юл микро,нет,нет,да,нет,нет,1257.0,671.0,0.0
9710039680,"ооо ""зеппелин пэй""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-10-18,retailtech и e-commerce,посевная,retailtech,,b2b_b2c,62.01,46.51_47.41_62.02,юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
3123011520,киви банк (ао),карта инновационных решений,да,добавлено - карта инновационных решений,1993-01-21,,,,,,64.19,64.19,,нет,нет,нет,нет,нет,0.0,0.0,0.0
9705083740,"ооо ""радиус""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-12-13,маркетинг и реклама,ранний рост,advertising & marketing_business software,,b2b,62.01,46.51_46.52_62.02,юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
9705040880,"ооо ""бэш-тудэй""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-06-09,медиа и коммуникации_недвижимость и строительство,ранний рост,proptech,,b2b_b2c,62.09,47.91.2_47.91.3_47.91.4,юл микро,нет,нет,нет,да,да,1023.0,2161.0,0.0
9721019999,"ооо ""бест-плейс""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-10-24,,ранний рост,proptech_retailtech,искусственный интеллект и машинное обучение,b2b,62.01,62.01_62.02_62.03,юл малое,нет,да,да,да,да,0.0,0.0,0.0
7709495155,"ооо ""мастерс""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-06-17,недвижимость и строительство,ранний рост,proptech,,b2b,62.01,41.20_42.21_43.12.3,юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
7710876500,"ооо ""альфаоупен""",карта инновационных решений,да,добавлено - карта инновационных решений,2010-10-25,безопасность,ранний рост,proptech_safetytech,интернет вещей,b2b_b2g,62.01,43.21_62.01_62.02,юл малое,нет,да,да,да,нет,0.0,0.0,0.0
7704866529,"ооо ""профилум""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-06-19,,ранний рост,edtech_hrtech,,b2b_b2c_b2g,63.11.1,18.12_47.19_63.11.1,юл микро,да,да,нет,да,да,-29068.0,0.0,0.0
7701954054,"ооо ""вижнлабс""",карта инновационных решений,да,добавлено - карта инновационных решений,2012-04-12,промышленность и индустрия 4.0,ранний рост,safetytech,компьютерное зрение,b2b_b2g,72.19,26.11.3_26.12_26.20,юл малое,да,нет,да,да,да,1257.0,671.0,0.0
7719841661,"ооо ""альпина диджитал""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-04-04,hrtech,ранний рост,hrtech,,b2b,62.0,46.49.31_46.90_47.61,юл малое,нет,да,нет,да,нет,0.0,0.0,0.0
7721350396,"ооо ""капсула""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-09-08,healthtech,ранний рост,healthcare,искусственный интеллект и машинное обучение,b2c,62.01,62.02_62.09_63.11,юл микро,да,нет,нет,да,да,-3599.0,83.0,0.0
5402017437,"ооо ""нп ивц""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-04-01,healthtech,ранний рост,healthcare,биометрия,b2b2c,72.19,26.60.4_26.60.5_26.60.9,юл малое,да,нет,да,да,да,-46136.0,0.0,3.0
5903113639,"ооо ""промобот""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-04,,,,,,62.01,47.43_47.54_62.02,юл малое,нет,нет,да,нет,нет,0.0,0.0,0.0
9710011437,"ооо ""докдок""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-05-05,,расширение,healthcare,,b2b_b2c,62.01,58.29_62.01_62.02,юл малое,нет,нет,нет,да,нет,52610.0,-16667.0,569781.0
7704386240,"ооо ""алгоритмика""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-12-29,edtech,ранний рост,edtech,,b2c,72.19,62.01_62.02_62.09,юл малое,да,нет,нет,да,да,-80117.0,0.0,218088.0
7725319742,"ооо ""дмо""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-06-07,healthtech,ранний рост,healthcare,,b2c,62.01,62.02_62.09_63.11,юл малое,нет,нет,да,да,да,269644.0,0.0,360615.0
7718289021,"ооо ""геро""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-12-09,healthtech,посевная,healthcare,искусственный интеллект и машинное обучение,b2b_b2g,72.19,62.01_62.02_62.09,юл микро,нет,нет,да,да,да,-1672.0,0.0,1894.0
7802584829,"ооо ""здоровье города""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-06-23,,,,,,62.09,26.51_32.50_46.18.1,юл микро,нет,нет,нет,нет,нет,-8367.0,0.0,0.0
9729237371,"ооо ""увеон""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-01-22,edtech,ранний рост,business software,,b2b,62.01,26.11_26.12_26.20,юл микро,нет,нет,нет,да,да,5045.0,-377.0,5544.0
6501272461,"ооо ""визитек""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-26,промышленность и индустрия 4.0,,,,,62.01,46.51_60.20_62.02,,да,нет,да,нет,нет,0.0,0.0,0.0
7726429949,"ооо ""аутофаналитикс""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-04-27,,ранний рост,foodtech,искусственный интеллект и машинное обучение,b2b,62.02,62.01_62.09_63.11.1,юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
5902016512,"ооо ""виджет""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-06-22,retailtech и e-commerce,ранний рост,business software_мedia & communication,,b2b,62.01,18.12_46.66_47.41,юл микро,нет,да,да,да,да,-42743.0,0.0,-4326.0
4027136373,"ооо ""медицинские скрининг системы""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-04-02,,,,,,62.01,61.10.3_61.10.4_62.02,юл микро,нет,нет,нет,нет,нет,627.0,157.0,0.0
7705952996,"ooo ""басфор""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-06-17,транспорт и логистика,расширение,travel,,b2c,79.90,47.91.3_47.91.4_62.01,,нет,нет,нет,да,нет,0.0,0.0,0.0
9718097274,"ооо ""фиш тревел""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-04-16,туризм,ранний рост,travel,,b2c,63.11,62.01_62.02_62.09,юл микро,нет,нет,да,да,да,-3928.0,3.0,0.0
1657238107,"ооо ""лоутрип""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-06-15,,,,,,63.11.1,,,нет,нет,нет,нет,нет,0.0,0.0,0.0
7714335277,"ооо ""дарента""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-04-06,транспорт и логистика,ранний рост,transport & logistics,,b2b_b2c,77.11,62.01_62.02_62.09,юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
7816636266,"ооо ""сюрпрайз ми""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-03-24,,,,,,72.19,18.12_47.91_47.91.2,юл микро,нет,нет,нет,нет,нет,16.0,61.0,0.0
7731340252,"ооо ""тревел технологии""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-12-19,,ранний рост,travel,,b2c,72.19,58.29_62.01_62.02,юл малое,нет,нет,да,да,да,0.0,0.0,0.0
2503036712,"ооо ""кемпинг парк владивосток""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-05-31,,,,,,55.30,16.10_16.21_16.22,юл микро,нет,нет,нет,нет,нет,-868.0,0.0,0.0
5405276278,"ооо ""дубльгис""",карта инновационных решений,да,добавлено - карта инновационных решений,2004-07-09,,,,,,73.11,18.12_18.20_46.19,,нет,нет,нет,нет,нет,238554.0,-89574.0,1634333.0
7707770166,"ооо ""вайт тревел",карта инновационных решений,да,добавлено - карта инновационных решений,2012-02-24,,ранний рост,travel,,b2c,79.11,55.1_55.2_66.29,юл среднее,нет,да,нет,да,нет,0.0,0.0,0.0
7705698066,"ооо ""авиа центр""",карта инновационных решений,да,добавлено - карта инновационных решений,2005-11-09,,расширение,travel,,b2b,79.11,52.29_79.11_79.90,юл малое,нет,нет,нет,да,нет,0.0,0.0,0.0
7726682300,"ооо ""содис лаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-09-07,недвижимость и строительство,расширение,proptech,3d моделирование,b2b,72.1,43.21_43.22_43.29,юл малое,нет,да,да,да,нет,-2839.0,0.0,22690.0
7708806062,"ооо ""клаудпэйментс""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-02-03,fintech_fintech,ранний рост,fintech,,b2b,62.01,46.19_62.02_62.09,,нет,нет,нет,да,да,0.0,0.0,0.0
