inn,name,got_support_from,did_get_support,service,foundation_date,tech_focus,stage_of_development,market,technology,business_model,main_okved,okved_secondary,msp_category,is_export,inno_cluster_member,skolcovo_member,is_inno_company,is_startup,current_profit,current_profit_tax,current_revenue
7710973102,"ооо ""интерактивные интегрированные системы""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-12-01,['retailtech и e-commerce'],,[],[],[],52.24,"['69', '63.11', '62.01', '95.11', '70.10.1', '62.09', '70.22', '73.20', '62.02', '63.11.1', '70.10.2', '46.90', '41.20', '43.99.7', '56.10', '43.34.1', '43.34.2', '78.20', '97.00', '43.99.1', '77.33', '78.10', '81.29.1', '68.32', '43.99.5', '96.01', '78.30', '56.10.1', '81.29.9', '77.39.1', '82.19', '43.31', '81.22', '73.11', '56.10.3', '82.92', '43.34', '68.32.2', '46.39', '74.20', '43.29', '42.99', '52.10', '52.29', '43.32', '43.22', '43.99', '46.19', '43.33', '82.99', '46.49', '74.30', '43.21']",юл микро,нет,нет,нет,нет,нет,11.0,0.0,24.0
7447250067,"ооо ""тардис""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-04-13,[],ранний рост,"['fashiontech', 'retailtech']","['3d моделирование', 'искусственный интеллект и машинное обучение']",['b2b'],72.19,"['71.20', '62.02', '77.39.27', '77.39.25', '63.12', '63.11', '77.39.29', '62.03', '62.09', '77.33.2', '77.40', '62.01']",юл микро,да,нет,да,да,да,-7384.0,0.0,0.0
7723920588,"ооо ""платиус""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-09-19,['fintech'],,[],[],[],82.99,"['18.14', '95.11', '73.11', '18.20', '46.66', '46.90', '63.11', '64.19', '66.19.4', '62.09', '58.11.1', '63.11.1', '62.02', '47.41.4', '64.91', '18.12', '62.01', '58.14']",,нет,нет,нет,нет,нет,-277517.0,58009.0,184611.0
7714379242,"ооо ""смартвэй""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-03-18,['hrtech'],ранний рост,['travel'],[],['b2b'],62.01,"['63.11', '82.99', '62.02', '52.29', '63.11.1', '62.09', '79.11', '95.11', '62.01']",юл малое,да,нет,да,да,да,783.0,0.0,82553.0
7707420394,"ооо ""стритби холдинг""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-09-28,['маркетинг и реклама'],ранний рост,['retailtech'],"['искусственный интеллект и машинное обучение', 'компьютерное зрение']",['b2b'],62.01,"['62.03', '62.09', '63.11.9', '62.02.1', '62.02.3', '73.20.1', '63.11', '62.02.9', '73.20.2', '62.02', '63.11.1', '62.02.2', '62.02.4']",,нет,нет,нет,да,нет,-12777.0,0.0,0.0
9721065811,"ооо ""свитклаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-05-23,['foodtech'],ранний рост,"['e-commerce', 'foodtech']",[],"['b2b', 'b2b2c']",62.01,"['62.09', '70.22', '47.99.1', '85.41.9', '63.11.1', '62.02', '47.91.2', '47.91.4', '58.29', '73.20', '73.11', '47.91', '82.99', '18.12', '64.99', '72.19']",юл микро,нет,нет,нет,да,да,-12115.0,134.0,0.0
7708274185,"ооо ""уайклаентс""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-11-27,['мода'],расширение,['business software'],[],['b2b'],62.01,"['82.99', '63.11.1', '62.01', '70.22', '94.12', '62.09', '73.11', '94.11']",юл среднее,нет,нет,нет,да,нет,0.0,0.0,0.0
7703821839,"ооо ""айро""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-11-14,['услуги для населения'],ранний рост,['consumer goods & services'],[],['b2c'],72.19,"['53.20.3', '81.22', '95.23', '81.29.9', '96.01']",юл микро,нет,нет,нет,да,нет,-29901.0,1424.0,0.0
7714420229,"ооо ""платформа третье мнение""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-12-14,['healthtech'],ранний рост,['healthcare'],['искусственный интеллект и машинное обучение'],"['b2b', 'b2g']",62.01,"['63.11.1', '62.02.1', '63.11.9', '72.19', '72.11', '73.20', '62.02']",юл микро,нет,нет,да,да,да,-54385.0,1.0,0.0
9710003595,"ооо ""семантик хаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-11-02,['biotech'],ранний рост,['healthcare'],['искусственный интеллект и машинное обучение'],['b2b'],72.20,"['47.19', '62.09', '73.20.1', '71.12.5', '43.29', '72.19', '62.01', '82.99', '63.11', '71.1', '70.22', '71.12.6', '63.11.1', '62.02', '72.20']",юл микро,нет,нет,нет,да,да,-11247.0,1312.0,0.0
7703802963,"ооо ""атлас""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-12-12,['healthtech'],ранний рост,['healthcare'],['биотехнологии'],['b2c'],72.19,"['62.09', '63.11.1', '62.01', '72.19']",,нет,да,да,да,да,0.0,0.0,0.0
7728760803,"ооо ""генотек""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-01-17,['healthtech'],расширение,['healthcare'],"['биотехнологии', 'искусственный интеллект и машинное обучение']","['b2b', 'b2c']",72.19,"['62.01', '63.1', '47.1', '62.02', '73.20', '47.73', '63.11.1', '85.42', '70.22', '47.5', '47.74', '86', '62.09', '71.2', '47.75', '47.9', '72.1', '96.0', '72.19']",юл микро,нет,да,нет,да,нет,-48096.0,656.0,131532.0
7709951104,"ооо ""доммар""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-04-04,['healthtech'],расширение,['healthcare'],"['3d моделирование', 'аддитивные технологии', 'искусственный интеллект и машинное обучение']",['b2b2c'],32.50,"['26.60.1', '47.91.4', '33.13', '20.59.5', '46.46.2', '73.11', '47.74', '32.99.9', '47.78.9', '47.91.3', '46.46.1', '85.42.9', '46.18.1', '46.90', '85.23', '86.23', '77.29.9', '77.39.26', '47.91.2', '21.20.2', '85.42', '21.20.1', '32.50']",юл малое,нет,да,да,да,да,53.0,-14.0,283.0
7719402047,"ооо ""моторика""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-02-05,['healthtech'],ранний рост,['healthcare'],"['ar/vr', 'аддитивные технологии', 'робототехника']","['b2b2c', 'b2c']",72.19,['72.19'],юл малое,да,да,да,да,да,-41282.0,0.0,48876.0
7704871416,"ооо ""экзоатлет""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-08-13,['healthtech'],ранний рост,['healthcare'],['робототехника'],['b2b2c'],72.19,"['71.20', '71.20.9']",юл малое,да,нет,да,да,да,0.0,0.0,0.0
7724883963,"ооо ""юним""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-07-31,['healthtech'],ранний рост,['healthcare'],[],['b2b'],62.09,"['73.11', '62.01', '82.99', '47.75', '47.9', '46.46.1', '72.19', '79.11', '46.46.2', '85.42.9', '47.74', '86.10', '77.39.26', '77.29.9', '63.11.1', '47.73', '62.02', '96.09', '46.90', '86.90.9', '62.09']",юл малое,да,да,да,да,да,37737.0,0.0,101334.0
7734414216,"ооо ""хьюманчек""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-07-11,['healthtech'],ранний рост,['healthcare'],[],['b2b2c'],63.11.1,"['62.03.13', '62.02.1', '63.99.12', '62.02.2', '94.11', '96.09', '86.90.9', '62.03.19', '88.10', '62.03', '63.99.11', '63.99', '72.19.9', '74.90', '63.11', '79.90.32', '63.11.9', '63.99.2', '62.02', '63.12', '62.03.11', '62.03.12', '79.90.1', '94.99', '63.99.1', '94.20', '62.02.4', '62.01', '94.12', '62.03.1', '79.90.3', '88.99', '62.02.3', '63.91', '62.09', '79.90', '62.02.9', '63.12.1']",юл микро,нет,нет,нет,да,да,-99.0,-185.0,3151.0
7714789489,"ооо ""мэйл.ру груп""",карта инновационных решений,да,добавлено - карта инновационных решений,2009-09-28,"['retailtech и e-commerce', 'ит, разработка по', 'маркетинг и реклама', 'медиа и коммуникации', 'развлечения']",,[],[],[],69,"['62.02', '47.91.3', '69.20', '70.10.1', '69.10', '70.22', '47.91.4', '70.10.2']",,нет,нет,нет,нет,нет,12859.0,-370.0,25834.0
7709465136,"ооо ""телемед""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-08-07,['healthtech'],ранний рост,['healthcare'],[],['b2b2c'],86.21,"['70.22', '64.99', '86.90', '82.99', '46.90', '70.10.2', '68.31', '73.11', '86.10', '86.22', '86.90.3', '70.10.1', '86.21']",юл малое,нет,нет,нет,да,нет,3517.0,912.0,0.0
7715719244,"ооо ""код безопасности""",карта инновационных решений,да,добавлено - карта инновационных решений,2008-10-09,"['ит, разработка по']",расширение,['cybersecurity'],[],['b2b'],26.20,"['62.01', '62.09', '62.02', '72.19', '26.20']",,да,нет,нет,да,нет,1493953.0,-378271.0,2617559.0
7713515534,"ао ""инфовотч""",карта инновационных решений,да,добавлено - карта инновационных решений,2003-12-09,"['ит, разработка по', 'ит, разработка по']",расширение,['cybersecurity'],[],['b2b'],62.01,"['62.09', '70.22', '69.10', '85.42.9', '46.90', '47.19', '47.7', '96.09', '63.11.1', '62.02', '46.19', '47.41', '66.19', '73.20.1', '72.19', '63.11', '52.29', '47.11', '95.11', '46.51', '73.11', '62.01']",юл среднее,да,да,нет,да,нет,113505.0,-29281.0,801657.0
7718099790,"ооо ""солар секьюрити""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-18,['безопасность'],расширение,['cybersecurity'],[],['b2b'],62.01,"['63.11.1', '72.19.2', '62.09', '62.02', '72.19.4', '63.11']",,да,нет,нет,да,нет,328192.0,-98783.0,1680047.0
9701078611,"ооо ""скилбокс""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-06-07,['edtech'],ранний рост,['edtech'],[],"['b2b', 'b2c']",62.09,"['62.01', '62.02', '62.09', '63.11.1', '63.91', '63.99.1']",,нет,нет,да,да,да,-154806.0,1305.0,2300647.0
7724715856,"ооо ""интернет школа""",карта инновационных решений,да,добавлено - карта инновационных решений,2009-08-27,['edtech'],расширение,['edtech'],[],['b2b'],62.01,"['63.11.1', '85.42', '63.11', '62.02', '85.42.9', '85.41.9', '62.09', '85.41', '72.19', '62.01']",юл малое,нет,да,нет,да,нет,8367.0,1477.0,0.0
7707389218,"ооо ""поливерситет-зиллион""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-07-26,['edtech'],посевная,"['edtech', 'hrtech']",[],['b2c'],85.41,"['85.21', '85.42', '85.42.9', '85.41.9']",,нет,нет,нет,да,да,-632.0,10.0,0.0
7715964180,"ооо ""цоо нетология-групп""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-05-23,['edtech'],ранний рост,['edtech'],[],"['b2b', 'b2c']",85.41.9,"['47.63.1', '62.02', '85.23', '47.61', '62.01', '47.41', '72.20', '85.42.9', '47.63.2', '82.99', '85.41.9']",,нет,нет,да,да,нет,61002.0,0.0,283866.0
7704821246,"ооо ""учи.ру""",карта инновационных решений,да,добавлено - карта инновационных решений,2012-11-16,['edtech'],ранний рост,['edtech'],['искусственный интеллект и машинное обучение'],"['b2c', 'b2g']",62.01,"['63.11', '72.20', '72.19', '85.42.9', '85.30', '85.41.1', '85.42', '85.41', '62.02', '85.41.9', '63.11.1', '62.09', '62.01']",,нет,нет,да,да,да,0.0,0.0,0.0
7718620740,"ооо ""хэдхантер""",карта инновационных решений,да,добавлено - карта инновационных решений,2006-12-29,[],расширение,['hrtech'],[],"['b2b', 'b2c', 'b2g']",63.11.1,"['62.01', '78.10', '63.11', '73.11', '70.22', '69.20.2', '63.91', '82.99', '73.20']",,нет,нет,нет,да,нет,0.0,0.0,0.0
7702420552,"ано ""умназия""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-07-17,[],посевная,['edtech'],[],['b2c'],72.19,"['58.19', '72.20', '58.29', '62.01', '63.11', '73.20']",,нет,нет,нет,да,да,43.0,2.0,0.0
7720335860,"ооо ""проктор""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-03-24,"['edtech', 'hrtech']",ранний рост,['edtech'],"['биометрия', 'компьютерное зрение']",['b2b'],62.01,"['62.09', '62.02', '85.22', '63.11', '82.99', '85.42.9', '85.11', '85.13', '95.11', '63.11.1', '72.19', '85.21']",юл микро,нет,нет,нет,да,да,30978.0,-1937.0,53725.0
9705100963,"ооо ""отус онлайн-образование""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-06-22,['edtech'],ранний рост,['edtech'],[],['b2c'],62.02,"['85.41.9', '62.01', '63.11', '78.10', '85.30', '72.19', '73.11', '63.11.1', '63.11.9', '62.09', '73.20', '85.42', '70.22', '74.20', '63.91', '62.02']",,нет,нет,да,да,да,2413.0,0.0,0.0
7734370287,"ооо ""веб логистика""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-11-24,['транспорт и логистика'],расширение,['transport & logistics'],[],['b2b'],49.41,"['46.12', '62.01', '64.20', '62.02', '46.71', '46.18.9', '53.20.3', '64.99.1', '52.10', '64.99.3', '68.20', '47.99', '49.42', '52.21', '49.41', '70.10.1', '68.10', '70.10.2', '73.20', '52.29', '63.11', '52.24', '70.22']",юл малое,нет,нет,нет,да,нет,-100138.0,20482.0,34529.0
7705017253,"оао ""мтт""",карта инновационных решений,да,добавлено - карта инновационных решений,1994-10-31,"['ит, разработка по']",расширение,['business software'],[],['b2b'],61.10,"['42.22.2', '61.10.4', '63.11', '71.12.1', '71.12.6', '71.1', '63.11.1', '61.10.1', '68.10', '62.09', '71.12.45', '43.21', '73.11', '42.22.1', '72.19', '61.10.9', '68.20.2', '71.12', '71.20.4', '71.12.5', '42.21']",,нет,нет,нет,да,нет,160165.0,-42751.0,1442730.0
7714843760,"ооо ""инсейлс рус""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-06-27,"['ит, разработка по', 'ит, разработка по']",расширение,['business software'],[],['b2b'],62.01,"['63.11.1', '73.11', '63.11', '62.09', '62.02', '70.22', '62.01', '77.33']",,нет,да,нет,да,нет,0.0,0.0,0.0
9715225506,"ооо ""эвотор""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-10-30,['retailtech и e-commerce'],расширение,['fintech'],[],['b2b'],28.23,"['62.09', '62.02', '46.90', '47.41', '46.51', '63.11', '46.43.2', '46.66', '46.19', '47.91', '63.11.1', '26.20', '62.01', '46.43.3', '28.23.1', '28.23']",,нет,да,нет,да,нет,-185003.0,40556.0,602382.0
7704314221,"ооо ""нтс""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-04-22,['транспорт и логистика'],ранний рост,['transport & logistics'],[],['b2c'],77.11,"['47.30', '45.20', '45.1', '66.2', '64.92', '45.40', '49.32', '66.19', '64.99', '45.3', '65.11', '52.21', '65.30', '49.4', '64.91', '77.39.11', '65.12']",,нет,нет,нет,да,нет,-42743.0,0.0,-4326.0
9701117860,"ооо ""урбаниэко""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-08-09,['экология'],,[],[],[],28.29,"['01.30', '85.42', '46.11.2', '63.11.9', '70.22', '41.10', '73.12', '63.11.1', '28.30.8', '74.90.4', '01.61', '63.91', '01.29', '74.90.5', '73.20', '71.12.1', '43.21', '73.20.2', '63.11', '43.32.2', '71.12.11', '63.99', '62.01', '73.20.1', '31.02.2', '63.12', '71.12', '43.22', '71.12.13', '73.11', '74.10', '62.03.12', '62.02', '71.12.12', '62.09', '62.02.3', '85.41', '31.01', '31.09.2']",,нет,нет,нет,нет,нет,0.0,0.0,0.0
7708779588,"ао ""вист групп""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-01-09,['промышленность и индустрия 4.0'],ранний рост,"['business software', 'industrialtech']","['беспилотники', 'искусственный интеллект и машинное обучение']",['b2b'],62.01,"['47.42', '46.15.4', '71.12.6', '71.1', '62.0', '71.12.5', '46.4', '62.01']",,да,нет,нет,да,да,36245.0,-9686.0,249520.0
7719478102,"ооо ""гитлин""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-04-26,['консалтинг'],ранний рост,['hrtech'],[],['b2b'],62.01,"['62.09', '63.11.1', '62.02']",юл микро,нет,нет,нет,да,да,-35.0,0.0,0.0
7704341063,"ооо экспертно-аналитическое объединение ""проф-диалог""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-12-24,['консалтинг'],ранний рост,['hrtech'],[],['b2b'],85.42.9,"['69.20', '78.10', '72.19', '72.20', '85.22', '47.63.2', '63.11', '70.10.1', '73.20', '70.10.2', '47.63.1', '69.10', '63.11.1', '70.22', '62.01', '85.42', '62.02', '62.09', '47.61', '85.42.9']",юл микро,нет,да,нет,да,да,-1619.0,-346.0,5553.0
7729672194,"ооо ""геосиви""",карта инновационных решений,да,добавлено - карта инновационных решений,2010-12-29,['недвижимость и строительство'],расширение,"['advertising & marketing', 'proptech']","['3d моделирование', 'ar/vr', 'искусственный интеллект и машинное обучение']",['b2b'],72.19,"['63.11', '46.9', '62.01', '47.9', '73.1', '71.12.6', '62.02', '71.1', '47.99', '82.92', '47.91.3', '95.11', '47.7', '47.91.2', '63.11.1', '62.09', '47.91.1', '71.12.5', '73.20', '74.30', '47.91.4']",юл микро,нет,нет,да,да,нет,-799.0,0.0,0.0
9705135839,"ооо ""танго вижен""",карта инновационных решений,да,добавлено - карта инновационных решений,2019-08-13,['недвижимость и строительство'],ранний рост,['proptech'],['3d моделирование'],['b2b'],62.01,"['74.30', '63.99', '63.12', '74.90', '63.11', '58.21', '73.11', '46.51', '72.19', '62.02', '63.91', '62.09', '62.03', '72.20', '74.10', '73.20', '90.03', '46.52', '82.99', '63.11.1', '74.20', '95.11']",юл микро,нет,да,нет,да,да,0.0,0.0,0.0
7743154821,"ооо ""кейтери""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-05-10,['foodtech'],ранний рост,['foodtech'],[],['b2b'],56.29,"['58.19', '47.7', '62.09', '70.22', '47.9', '47.91.3', '46.19', '73.11', '72.19', '18.12', '47.91.4', '46.17', '47.99', '82.99', '64.99', '62.02', '63.11.1', '47.91.2', '46.39', '56.29', '73.20', '62.01']",юл малое,нет,да,нет,да,да,-37419.0,7491.0,56824.0
7726346932,"ооо ""гетшоптв""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-07-21,['маркетинг и реклама'],ранний рост,['advertising & marketing'],[],['b2b'],62.01,"['63.11.1', '63.11', '72.19', '62.02', '62.09', '62.01']",юл микро,да,да,да,да,нет,-385.0,0.0,0.0
7704854724,"ооо ""цифровые системы""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-01-22,['телекоммуникации'],ранний рост,['advertising & marketing'],[],['b2b'],62.01,"['62.09', '73.20', '74.30', '82.19', '62.02', '63.91', '63.11.1', '74.20', '60.20', '60.10', '18.12', '72.19', '82.99', '63.11', '59.11', '95.11', '73.11', '62.01']",юл малое,нет,нет,да,да,да,53.0,-14.0,283.0
9705118142,"ооо ""инстамарт сервис""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-05-22,['retailtech и e-commerce'],расширение,['foodtech'],[],['b2c'],47.99,"['46.41', '47.26', '47.22', '47.51', '46.42', '47.29', '46.32', '46.39', '47.24', '47.73', '47.23', '46.37', '46.35', '47.25', '46.36', '47.43', '46.24', '47.71', '46.38', '46.46', '46.48', '46.49', '47.59', '46.90', '46.33', '46.31', '47.52', '46.34', '46.45', '46.44', '47.74', '47.21', '46.47', '47.75', '47.72', '46.43', '47.99', '63.99', '63.11', '49.32', '49.41', '47.91', '53.20', '73.11', '47.78.9']",,нет,нет,нет,да,нет,-5497815.0,1274849.0,1974151.0
7731324003,"ооо ""смарт ритейл""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-08-09,['retailtech и e-commerce'],ранний рост,['retailtech'],"['интернет вещей', 'искусственный интеллект и машинное обучение', 'компьютерное зрение']",['b2b'],72.19,"['63.11.1', '62.02', '62.01', '62.09', '62.03', '63.11', '72.19']",юл малое,нет,да,да,да,да,18023.0,0.0,0.0
7725745476,"ооо ""живой сайт""",карта инновационных решений,да,добавлено - карта инновационных решений,2012-01-23,['медиа и коммуникации'],ранний рост,"['retailtech', 'мedia & communication']",[],['b2b'],62.0,"['47.63.2', '47.91.4', '61.20', '61.90', '47.99', '47.78.2', '63.1', '62.09', '47.91.2', '47.42', '63.11.1', '47.63.1', '47.91.3']",юл малое,нет,нет,нет,да,нет,-23.0,-15.0,1507.0
7713461247,"ооо ""лоялтилаб""",карта инновационных решений,да,добавлено - карта инновационных решений,2018-08-28,['retailtech и e-commerce'],посевная,"['advertising & marketing', 'retailtech']",['искусственный интеллект и машинное обучение'],['b2b'],62.01,"['63.11', '62.02', '62.09', '62.03', '62.01']",юл микро,нет,нет,нет,да,да,-3586.0,3.0,0.0
7731324814,"ооо ""онлайн маркет""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-08-16,['retailtech и e-commerce'],ранний рост,"['business software', 'foodtech']",['искусственный интеллект и машинное обучение'],['b2b'],63.11.1,"['63.11', '46.31.13', '46.32', '46.31.1', '46.34', '46.31', '46.31.12', '46.35', '46.38', '63.99', '46.33', '46.32.3', '46.32.2', '58.29', '63.91', '62.01', '46.32.1', '46.31.11']",юл малое,нет,нет,нет,да,да,-67334.0,29.0,0.0
3525270838,"ооо ""навигационные решения""",карта инновационных решений,да,добавлено - карта инновационных решений,2011-11-29,[],,[],[],[],62.0,"['71.12.6', '63.11.1', '63.1', '62.02', '62.09', '71.2', '72.1', '71.12.5']",юл микро,нет,нет,да,нет,нет,1257.0,671.0,0.0
9710039680,"ооо ""зеппелин пэй""",карта инновационных решений,да,добавлено - карта инновационных решений,2017-10-18,['retailtech и e-commerce'],посевная,['retailtech'],[],"['b2b', 'b2c']",62.01,"['62.02', '47.41', '62.09', '63.11.1', '46.51']",юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
3123011520,киви банк (ао),карта инновационных решений,да,добавлено - карта инновационных решений,1993-01-21,[],,[],[],[],64.19,['64.19'],,нет,нет,нет,нет,нет,0.0,0.0,0.0
9705083740,"ооо ""радиус""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-12-13,['маркетинг и реклама'],ранний рост,"['advertising & marketing', 'business software']",[],['b2b'],62.01,"['46.51', '62.03', '62.09', '46.52', '63.11', '62.02', '73.11', '82.30', '63.12']",юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
9705040880,"ооо ""бэш-тудэй""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-06-09,"['медиа и коммуникации', 'недвижимость и строительство']",ранний рост,['proptech'],[],"['b2b', 'b2c']",62.09,"['90.04', '47.91.3', '63.91', '93.29', '94.99', '47.91.2', '47.91.4', '93.19']",юл микро,нет,нет,нет,да,да,1023.0,2161.0,0.0
9721019999,"ооо ""бест-плейс""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-10-24,[],ранний рост,"['proptech', 'retailtech']",['искусственный интеллект и машинное обучение'],['b2b'],62.01,"['62.03', '62.02', '63.12', '62.09', '63.11', '62.01']",юл малое,нет,да,да,да,да,0.0,0.0,0.0
7709495155,"ооо ""мастерс""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-06-17,['недвижимость и строительство'],ранний рост,['proptech'],[],['b2b'],62.01,"['64.99.3', '62.09', '46.13', '62.02', '64.99.2', '63.91', '46.13.2', '64.99.1', '46.15.1', '46.15.3', '64.20', '64.99', '73.11', '63.11.1', '46.90', '46.15.4', '46.12.22', '46.13.1', '43.21', '43.12.3', '46.73', '43.99.1', '71.12', '43.91', '43.29', '42.21', '71.12.2', '43.22', '43.32.3', '47.52.7', '81.10', '81.29', '70.22', '80.20', '73.12', '73.20', '41.20', '62.03', '63.11', '81.21', '70.21', '81.30']",юл микро,нет,нет,нет,да,да,0.0,0.0,0.0
7710876500,"ооо ""альфаоупен""",карта инновационных решений,да,добавлено - карта инновационных решений,2010-10-25,['безопасность'],ранний рост,"['proptech', 'safetytech']",['интернет вещей'],"['b2b', 'b2g']",62.01,"['70.22', '69.20.2', '43.21', '69.20.1', '80.20', '95.11', '70.10.1', '73.20.1', '80.10', '63.11', '73.20.2', '80.30', '62.09', '62.02', '70.10.2', '63.11.1', '62.01']",юл малое,нет,да,да,да,нет,0.0,0.0,0.0
7704866529,"ооо ""профилум""",карта инновационных решений,да,добавлено - карта инновационных решений,2014-06-19,[],ранний рост,"['edtech', 'hrtech']",[],"['b2b', 'b2c', 'b2g']",63.11.1,"['88.10', '63.91', '70.22', '73.20.1', '69.10', '47.19', '73.11', '90.01', '18.12', '77.29.9', '78.10', '73.20.2', '94.11', '74.20', '82.99', '63.11.1']",юл микро,да,да,нет,да,да,-29068.0,0.0,0.0
7701954054,"ооо ""вижнлабс""",карта инновационных решений,да,добавлено - карта инновационных решений,2012-04-12,['промышленность и индустрия 4.0'],ранний рост,['safetytech'],['компьютерное зрение'],"['b2b', 'b2g']",72.19,"['95.11', '63.11', '26.20', '26.11.3', '62.09', '26.12', '26.40', '63.11.1', '62.02']",юл малое,да,нет,да,да,да,1257.0,671.0,0.0
7719841661,"ооо ""альпина диджитал""",карта инновационных решений,да,добавлено - карта инновационных решений,2013-04-04,['hrtech'],ранний рост,['hrtech'],[],['b2b'],62.0,"['95.1', '47.89', '63.11.1', '47.91', '63.1', '47.61', '62.09', '46.49.31', '47.99', '62.02', '73.1', '46.90', '82.99', '62.0', '58.11']",юл малое,нет,да,нет,да,нет,0.0,0.0,0.0
7721350396,"ооо ""капсула""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-09-08,['healthtech'],ранний рост,['healthcare'],['искусственный интеллект и машинное обучение'],['b2c'],62.01,"['62.02', '82.99', '63.11', '63.11.1', '62.09', '72.19']",юл микро,да,нет,нет,да,да,-3599.0,83.0,0.0
5402017437,"ооо ""нп ивц""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-04-01,['healthtech'],ранний рост,['healthcare'],['биометрия'],['b2b2c'],72.19,"['82.99', '26.60.9', '70.22', '73.20', '70.10.2', '26.60.4', '33.13', '70.10.1', '33.19', '26.60.5', '32.50']",юл малое,да,нет,да,да,да,-46136.0,0.0,3.0
5903113639,"ооо ""промобот""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-03-04,[],,[],[],[],62.01,"['47.43', '63.11.1', '62.09', '63.11', '47.54', '72.19', '71.20.9', '62.02', '71.20']",юл малое,нет,нет,да,нет,нет,0.0,0.0,0.0
9710011437,"ооо ""докдок""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-05-05,[],расширение,['healthcare'],[],"['b2b', 'b2c']",62.01,"['58.29', '62.02', '62.01', '63.11.1', '73.11']",юл малое,нет,нет,нет,да,нет,52610.0,-16667.0,569781.0
7704386240,"ооо ""алгоритмика""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-12-29,['edtech'],ранний рост,['edtech'],[],['b2c'],72.19,"['85.42', '85.21', '85.11', '85.12', '72.19', '85.41.9', '85.42.9', '85.30', '85.14', '94.99', '85.13', '85.41', '62.02', '62.01', '62.09', '63.99.1']",юл малое,да,нет,нет,да,да,-80117.0,0.0,218088.0
7725319742,"ооо ""дмо""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-06-07,['healthtech'],ранний рост,['healthcare'],[],['b2c'],62.01,"['63.11.1', '62.02', '62.09', '72.19', '63.11', '72.20', '71.20']",юл малое,нет,нет,да,да,да,269644.0,0.0,360615.0
7718289021,"ооо ""геро""",карта инновационных решений,да,добавлено - карта инновационных решений,2015-12-09,['healthtech'],посевная,['healthcare'],['искусственный интеллект и машинное обучение'],"['b2b', 'b2g']",72.19,"['63.11', '71.12.5', '62.09', '73.20', '71.1', '62.01', '71.12.6', '62.02']",юл микро,нет,нет,да,да,да,-1672.0,0.0,1894.0
7802584829,"ооо ""здоровье города""",карта инновационных решений,да,добавлено - карта инновационных решений,2016-06-23,[],,[],[],[],62.09,"['82.99', '72.19', '63.11', '26.51', '63.11.1', '86.90.9', '62.01', '32.50', '62.02', '46.18.1', '47.74', '73.11']",юл микро,нет,нет,нет,нет,нет,-8367.0,0.0,0.0
